134,78,1,285 TELEGRAPH HILL BL,X,11/20/13,7/21/14,,,OUT,,Not Subject to the Program
135,78,52,480 GREENWICH ST,X,5/2/14,5/2/14,,,IN,3,Screening Form Accepted
136,85,40,1440 MONTGOMERY ST,X,3/6/14,3/6/14,,,IN,3,Screening Form Accepted
137,86,51,333 GREENWICH ST,X,12/2/13,12/2/13,,,IN,3,Screening Form Accepted
138,86,23,303 GREENWICH ST,X,7/31/14,7/31/14,,,IN,3,Screening Form Accepted
139,86,001C,1441 MONTGOMERY ST,X,8/26/14,8/26/14,,,IN,3,Screening Form Accepted
140,87,18,459 GREENWICH ST,X,1/24/14,1/24/14,,,IN,3,"Work Complete, CFC Issued"
141,87,29,439 GREENWICH ST,X,12/17/13,12/19/13,,,OUT,,Not Subject to the Program
142,87,25,409 GREENWICH ST,X,8/12/14,8/12/14,,,IN,3,Screening Form Accepted
143,87,15,24 GERKE AL,X,9/11/14,9/11/14,,,IN,3,Screening Form Accepted
144,87,47,485 GREENWICH ST,X,9/3/14,9/3/14,,,IN,4,Screening Form Accepted
145,87,23,425 GREENWICH ST,X,5/2/14,5/2/14,,,IN,3,Screening Form Accepted
146,88,25,561 GREENWICH ST,X,12/9/13,12/9/13,,,IN,3,Permit Filed
147,88,41,19 MEDAU PL,X,9/5/14,3/31/15,,,OUT,,Not Subject to the Program
148,88,6,1601 GRANT AV,X,11/22/13,11/22/13,,,IN,2,Screening Form Accepted
149,88,9,540 FILBERT ST,X,7/1/14,7/1/14,,,IN,3,Screening Form Accepted
150,88,11,558 FILBERT ST,X,7/29/14,7/29/14,,,IN,3,Permit Issued
151,88,1,1653 GRANT AV,X,3/3/14,3/3/14,,,IN,4,Screening Form Accepted
152,88,31,519 GREENWICH ST,X,9/10/14,9/10/14,,,IN,3,Screening Form Accepted
153,89,1,1763 STOCKTON ST,X,8/11/14,8/11/14,,,IN,4,Work Complete
154,89,8,1723 STOCKTON ST,X,2/26/14,8/11/14,,,OUT,,Not Subject to the Program
155,89,31,1856 POWELL ST,X,9/14/14,10/16/14,,,OUT,,Not Subject to the Program
156,89,10,1713 STOCKTON ST,X,5/5/14,5/5/14,,,IN,4,Screening Form Accepted
157,90,28,750 COLUMBUS AV,X,11/15/13,11/15/13,,,IN,4,Permit Filed
158,90,4,1841 POWELL ST,X,8/27/14,8/27/14,,,IN,4,Permit Issued
159,90,14,770 FILBERT ST,X,10/6/14,10/16/14,,,OUT,,Not Subject to the Program
160,90,8,1811 POWELL ST,X,10/9/14,10/9/14,,,IN,4,Screening Form Accepted
161,90,7,1823 POWELL ST,X,9/3/14,9/3/14,,,IN,4,Screening Form Accepted
162,90,33,1952 MASON ST,X,9/14/14,9/14/14,,,IN,4,Screening Form Accepted
163,90,39,1926 MASON ST,X,7/8/14,7/8/14,,,IN,3,Screening Form Accepted
164,90,13,750 FILBERT ST,X,5/23/14,5/23/14,,,IN,4,Screening Form Accepted
165,91,15,852 FILBERT ST,X,7/7/14,7/7/14,,,IN,3,Screening Form Accepted
166,91,49,851 GREENWICH ST,X,8/29/14,8/29/14,,,IN,3,Screening Form Accepted
167,91,27,55 VALPARAISO ST.,X,7/1/14,7/1/14,,,IN,3,Screening Form Accepted
168,91,22,2016 TAYLOR ST,X,8/7/14,8/7/14,,,IN,3,Screening Form Accepted
169,91,6,1901 MASON ST,X,7/1/14,7/1/14,,,IN,3,Screening Form Accepted
170,91,42,2050 TAYLOR ST,X,8/6/14,9/2/14,8/6/14,9/2/14,OUT,,Screening Form and Optional Evaluation Form Approved
171,92,27,2138 JONES ST,X,10/24/14,10/24/14,,,OUT,,Not Subject to the Program
172,92,1,901 GREENWICH ST,X,8/8/14,8/8/14,,,IN,3,Screening Form Accepted
173,92,23,126 VALPARAISO ST,X,9/13/14,9/13/14,,,IN,3,Screening Form Accepted
174,92,17,2100 JONES ST,X,7/23/14,7/23/14,,,IN,4,Screening Form Accepted
175,93,7,2119 JONES ST,X,1/24/14,1/24/14,,,IN,3,Permit Issued
176,93,30,2130 LEAVENWORTH ST,X,9/15/14,8/27/15,,,IN,2,   Subject to the Program
177,93,49,1085 GREENWICH ST,X,7/10/14,7/14/14,,,OUT,,Not Subject to the Program
178,93,58,1034 FILBERT ST,X,9/22/14,10/16/14,,,OUT,,Not Subject to the Program
179,93,25,1021 GREENWICH ST,X,7/15/14,7/15/14,,,IN,3,Screening Form Accepted
180,94,14,1180 FILBERT ST,X,3/4/14,3/7/14,,,OUT,,Not Subject to the Program
181,94,17,2124 HYDE ST,X,5/8/14,5/8/14,,,IN,3,Screening Form Accepted
182,0094C,101,1101 GREENWICH ST,X,9/12/14,9/12/14,,,IN,3,Screening Form Accepted
183,95,28,1221 GREENWICH ST,X,2/3/14,2/3/14,,,IN,3,Permit Filed
184,95,23,2460 LARKIN ST,X,3/5/14,3/18/14,,,OUT,,Not Subject to the Program
185,95,31,2115 HYDE ST,X,9/4/14,9/4/14,,,IN,3,Screening Form Accepted
186,96,4,2037 HYDE ST,X,2/21/14,2/21/14,,,IN,3,"Work Complete, CFC Issued"
187,96,46,1245 FILBERT ST,X,4/18/14,4/18/14,,,IN,3,"Work Complete, CFC Issued"
188,96,25,1262 UNION ST,X,8/6/14,8/6/14,,,IN,3,Permit Filed
189,96,48,1215 FILBERT ST,X,8/16/14,12/23/14,,,OUT,,Not Subject to the Program
190,96,43,1267 FILBERT ST,X,4/30/14,4/30/14,,,IN,3,Screening Form Accepted
191,96,5,2027 HYDE ST,X,9/11/14,9/11/14,,,IN,3,Screening Form Accepted
192,97,50,2033 LEAVENWORTH ST,X,6/18/14,6/18/14,,,IN,3,Permit Issued
193,97,10,1120 UNION ST,X,9/4/14,9/4/14,,,IN,3,Screening Form Accepted
194,97,61,1171 FILBERT ST,X,4/16/14,4/16/14,,,IN,3,Screening Form Accepted
195,97,18,1178 UNION ST,X,7/31/14,7/31/14,,,IN,3,Screening Form Accepted
196,97,28,2054 HYDE ST,X,9/13/14,9/13/14,,,IN,3,Screening Form Accepted
197,97,39,1147 FILBERT ST,X,9/9/14,9/9/14,,,IN,3,Screening Form Accepted
198,98,2,1000 UNION ST,X,7/28/14,7/28/14,,,IN,2,Permit Issued
199,98,16,1061 FILBERT ST,X,8/20/14,9/10/14,,,OUT,,Not Subject to the Program
200,98,013A,2060 LEAVENWORTH ST,X,6/11/14,6/17/14,,,OUT,,Not Subject to the Program
201,98,5,1048 UNION ST,X,2/3/14,2/3/14,,,IN,2,Screening Form Accepted
202,98,6,1074 UNION ST,X,9/14/14,9/14/14,,,IN,3,Screening Form Accepted
203,0098C,1,1020 UNION ST,X,7/28/14,7/28/14,,,IN,4,Screening Form Accepted
204,99,19,949 FILBERT ST,X,6/24/14,6/24/14,,,IN,3,Permit Issued
205,99,5,940 UNION ST,X,7/23/14,7/23/14,,,IN,3,"Work Complete, CFC Issued"
206,99,28,990A UNION ST,X,10/2/14,10/2/14,,,IN,3,Permit Issued
207,99,34,968 UNION ST,X,1/15/16,1/28/16,,,OUT,,Not Subject to the Program
208,99,11,2022 JONES ST,X,8/15/14,8/15/14,,,IN,3,Screening Form Accepted
209,99,9,988 UNION ST,X,8/15/14,8/15/14,,,IN,3,Screening Form Accepted
210,100,22,892 UNION ST,X,8/7/14,8/7/14,,,IN,3,"Work Complete, CFC Issued"
211,100,45,865 FILBERT ST,X,6/12/14,6/17/14,,,OUT,,Not Subject to the Program
212,100,28,1950 TAYLOR ST,X,7/15/14,7/15/14,,,IN,3,Screening Form Accepted
213,100,1,1857 MASON ST,X,9/3/14,9/3/14,,,IN,4,Screening Form Accepted
214,100,30,881 FILBERT ST,X,9/2/14,9/2/14,,,IN,3,Permit Issued
215,101,34,741 FILBERT ST,X,8/7/14,8/12/15,,,OUT,,Not Subject to the Program
216,101,8,744 UNION ST,X,4/9/14,4/17/14,,,OUT,,Not Subject to the Program
217,101,12,766 UNION ST,X,12/16/13,12/16/13,,,IN,3,Screening Form Accepted
218,103,24,149 JASPER PL,X,9/13/14,9/13/14,,,IN,3,Screening Form Accepted
219,103,29,114 JASPER PL,X,3/13/14,3/13/14,,,IN,3,Screening Form Accepted
220,103,39,1539 GRANT AV,X,9/22/14,9/22/14,,,IN,4,Screening Form Accepted
221,103,35,525 FILBERT ST,X,6/20/14,6/20/14,,,IN,3,Screening Form Accepted
222,103,4,1525 GRANT AV,X,8/7/14,8/7/14,,,IN,4,Screening Form Accepted
223,103,13,570 UNION ST,X,9/11/14,9/11/14,12/19/14,12/19/14,OUT,,Screening Form and Optional Evaluation Form Approved
224,104,56,417 FILBERT ST,X,11/4/13,11/4/13,,,IN,3,Work Complete
225,104,37,28 HARWOOD AL,X,4/28/14,4/28/14,,,IN,3,"Work Complete, CFC Issued"
226,104,44,139 VARENNES ST,X,4/22/14,4/22/14,,,IN,3,"Work Complete, CFC Issued"
227,104,15,100 VARENNES ST,X,12/18/13,12/18/13,,,IN,3,Permit Issued
228,104,8,1413 KEARNY ST,X,6/24/14,6/24/14,,,IN,3,Permit Issued
229,104,69,55 GENOA PL,X,8/22/14,8/28/14,,,OUT,,Not Subject to the Program
230,104,22,478 UNION ST,X,5/16/14,5/16/14,,,OUT,,Not Subject to the Program
231,104,7,1425 KEARNY ST,X,7/14/14,7/14/14,,,IN,3,Screening Form Accepted
232,104,1,1459 KEARNY ST,X,3/10/14,3/10/14,,,IN,3,Screening Form Accepted
233,104,46,121 VARENNES ST,X,9/15/14,9/15/14,2/25/15,3/10/15,OUT,,Screening Form and Optional Evaluation Form Approved
234,105,19,350 UNION ST,X,9/12/14,10/16/14,,,OUT,,Not Subject to the Program
235,105,51,100 ALTA ST,X,3/27/14,3/27/14,,,IN,3,Screening Form Accepted
236,106,38,218 UNION ST,X,1/23/14,1/23/14,,,IN,3,Permit Filed
237,106,017C,1306 MONTGOMERY ST,X,6/22/14,7/14/14,,,OUT,,Not Subject to the Program
238,106,46,1360 MONTGOMERY ST,X,8/26/14,8/28/14,,,OUT,,Not Subject to the Program
239,106,034D,40 ALTA ST,X,9/13/14,9/13/14,,,IN,3,Screening Form Accepted
240,106,34,50 ALTA ST,X,9/13/14,9/13/14,,,IN,3,Screening Form Accepted
241,106,36,80 ALTA ST,X,9/15/14,9/15/14,,,IN,3,Screening Form Accepted
242,106,016A,296 UNION ST,X,9/12/14,9/12/14,3/16/15,3/31/15,OUT,,Screening Form and Optional Evaluation Form Approved
243,113,46,1228 MONTGOMERY ST,X,11/12/13,11/12/13,,,IN,3,"Work Complete, CFC Issued"
244,113,016A,290 GREEN ST,X,7/17/14,7/17/14,,,IN,2,Permit Issued
245,113,15,280 GREEN ST,X,9/3/14,9/3/14,,,IN,3,Screening Form Accepted
246,114,11,1207 MONTGOMERY ST,X,8/15/14,8/15/14,,,IN,3,"Work Complete, CFC Issued"
247,114,1,301 UNION ST,X,7/28/14,7/28/14,,,IN,4,Permit Issued
248,114,31,1360 KEARNY ST,X,10/16/13,10/16/13,,,IN,3,Permit Issued
249,114,22,3 WINDSOR PL,X,5/5/14,5/5/14,,,IN,3,Screening Form Accepted
250,114,19,360 GREEN ST,X,8/28/14,8/28/14,,,IN,3,Screening Form Accepted
251,114,32,387 UNION ST,X,6/18/14,6/18/14,,,IN,3,Screening Form Accepted
252,114,028C,1340 KEARNY ST,,7/23/14,7/23/14,,,IN,3,Screening Form Accepted
253,114,26,1312 KEARNY ST,X,8/19/14,8/19/14,,,IN,3,Screening Form Accepted
254,115,22,471 UNION ST,X,3/10/14,3/10/14,,,IN,3,Permit Issued
255,115,55,401 UNION ST,X,4/7/14,4/7/14,,,IN,3,"Work Complete, CFC Issued"
256,115,4,1339 KEARNY ST,X,7/23/14,5/28/15,,,OUT,,Not Subject to the Program
257,115,54,423 UNION ST,X,1/14/14,1/14/14,,,IN,4,Screening Form Accepted
258,115,11,412 GREEN ST,X,9/15/14,9/15/14,,,IN,3,Screening Form Accepted
259,115,24,453 UNION ST,X,6/12/14,6/12/14,,,IN,4,Screening Form Accepted
260,115,19,1400 GRANT AV,X,9/19/14,9/19/14,,,IN,2,Screening Form Accepted
261,115,20,1434 GRANT AV,X,8/24/14,8/24/14,,,IN,4,Screening Form Accepted
262,115,52,421 UNION ST,X,8/11/14,8/11/14,,,IN,3,Screening Form Accepted
263,115,12,2 SONOMA ST,X,9/13/14,9/13/14,,,IN,3,Screening Form Accepted
264,116,16,538 GREEN ST,X,6/26/14,6/26/14,,,IN,3,Permit Issued
265,116,40,24 JASPER PL,X,4/29/14,4/29/14,,,IN,3,Permit Issued
266,116,30,567 UNION ST,X,11/4/15,11/5/15,,,OUT,,Not Subject to the Program
267,116,1,1499 GRANT AV,X,6/18/14,6/18/14,,,IN,4,Screening Form Accepted
268,117,7,644 GREEN ST,X,1/14/14,1/14/14,,,IN,3,Permit Issued
269,117,16,1636 POWELL ST,X,7/23/14,8/7/14,,,OUT,,Not Subject to the Program
270,117,17,575 COLUMBUS AV,X,7/18/14,7/18/14,,,IN,4,Screening Form Accepted
271,117,1,601 UNION ST,X,12/16/13,12/16/13,,,IN,4,Screening Form Accepted
272,117,13,1614 POWELL ST,X,7/30/14,7/30/14,,,IN,4,Screening Form Accepted
273,117,5,501 COLUMBUS AV,X,9/10/14,9/10/14,,,IN,2,Screening Form Accepted
274,118,28,1734 MASON ST,X,7/25/14,8/21/14,,,OUT,,Not Subject to the Program
275,118,18,9 AUGUST AL,X,9/15/14,9/15/14,,,IN,3,Screening Form Accepted
276,118,40,755 UNION ST,X,8/17/14,8/17/14,,,IN,3,Screening Form Accepted
277,118,1,701 UNION ST,X,7/18/14,7/18/14,,,IN,4,Screening Form Accepted
278,118,7,1615 POWELL ST,X,9/9/14,9/9/14,,,IN,3,Screening Form Accepted
279,119,1,1753 MASON ST,X,1/31/14,1/31/14,,,IN,4,Screening Form Accepted
280,119,7,1717 MASON ST,X,3/25/14,3/25/14,,,IN,3,Screening Form Accepted
281,119,9,802 GREEN ST,,6/25/15,6/25/15,,,IN,3,Screening Form Accepted
282,119,24,890 GREEN ST,X,10/31/14,10/31/14,,,IN,3,Screening Form Accepted
283,120,13,66 MACONDRAY LN,X,9/12/14,9/22/14,,,OUT,,Not Subject to the Program
284,120,32,44 MACONDRAY LN,X,7/15/14,8/14/14,,,OUT,,Not Subject to the Program
285,120,8,980 GREEN ST,X,7/16/14,7/16/14,,,IN,3,Screening Form Accepted
286,120,15,1950 JONES ST,X,4/3/14,4/3/14,,,IN,3,Screening Form Accepted
287,120,1,901 UNION ST,X,8/19/14,8/19/14,8/19/14,8/19/14,OUT,,Screening Form and Optional Evaluation Form Approved
288,121,3,1931 JONES ST,X,1/24/14,1/24/14,,,IN,3,"Work Complete, CFC Issued"
289,121,24,1019 UNION ST,X,8/21/14,8/21/14,,,IN,3,Permit Issued
290,121,2,1011 UNION ST,X,7/29/14,7/29/14,,,IN,3,Screening Form Accepted
291,121,11,1900 LEAVENWORTH ST,X,8/19/14,8/19/14,,,IN,3,Screening Form Accepted
